id,pl,pw,sl,sw
7552,6.4,3.2,4.5,1.5
7553,7,3,4.8,1.7
7554,5.5,2.2,3.9,1.2
7555,6.6,2.8,4.5,1.6
7556,5.7,2.7,4.4,1.2
7557,6.3,3.2,4.7,1.6
7558,4.8,2.4,3.1,1
7559,6.5,2.9,4.6,1.4
7560,5.1,2.6,3.9,1.5
7561,4.9,1.9,3.5,1
7562,5.9,3,4.3,1.7
7563,6,2.1,4,1
7564,6.1,2.9,4.6,1.4
7565,5.7,2.8,3.5,1.2
7566,6.8,3.1,4.2,1.4
7567,5.5,2.9,4.3,1.5
7568,5.7,2.7,4,1
7569,6.2,2.2,4.3,1.6
7570,5.7,2.4,3.8,1.1
7571,5.9,3.2,4.7,1.7
7572,6,2.8,4,1.3
7573,6.2,2.4,4.8,1.7
7574,6,2.6,4.7,1.2
7575,6.4,2.8,4.2,1.4
7576,6.6,2.9,4.3,1.4
7577,6.7,2.7,4.7,1.4
7578,6.8,3.1,5.1,1.8
7579,6,2.9,4.6,1.5
7580,5.8,2.5,3.4,1
7581,5.4,2.3,3.8,1.1
7582,5.5,2.4,3.6,1
7583,5.8,2.6,3.8,1.2
7584,6,2.7,5,1.6
7585,5.2,2.9,4.4,1.5
7586,5.9,3.4,4.5,1.6
7587,6.5,2.9,4.8,1.6
7588,6.3,2.1,4.4,1.4
7589,5.4,3,4.1,1.5
7590,5.4,2.5,3.9,1.3
7591,5.3,2.6,4.4,1.4
7592,6,3.1,4.6,1.6
7593,5.7,2.6,3.9,1.3
7594,4.9,2.2,3.1,1
7595,5.7,2.6,4.2,1.4
7596,5.7,3,4,1.3
7597,5.8,2.8,4.1,1.4
7598,6,2.9,4.2,1.4
7599,5.1,2.3,3.1,1.2
7600,5.7,2.8,4.2,1.4
7601,6.2,3.3,5.8,2.6
7602,5.9,2.8,5.1,1.9
7603,7,3,5.9,2.1
7604,6.3,2.9,5.5,2
7605,6.6,2.8,5.6,2.2
7606,7.6,2.9,6.6,2.2
7607,4.7,2.4,4.5,1.9
7608,7.1,2.8,6.2,1.8
7609,6.7,2.4,5.7,1.8
7610,7.2,3.4,6,2.5
7611,6.5,3.1,5,2
7612,6.5,2.6,5.4,2
7613,6.8,2.9,5.5,2.2
7614,5.6,2.5,5,2.1
7615,5.8,2.8,5.1,2.4
7616,6.2,3.3,5.3,2.3
7617,6.5,3,5.4,1.9
7618,7.7,3.7,6.8,2.2
7619,7.7,2.7,6.8,2.2
7620,6,2.2,5,1.5
7621,6.8,3.2,5.7,2.4
7622,5.6,2.9,4.8,2.2
7623,7.5,2.7,6.8,2
7624,6.2,2.7,4.9,1.9
7625,6.7,3.2,5.7,2.3
7626,7.1,3.1,5.9,1.8
7627,6.2,2.8,4.7,1.9
7628,6,2.9,4.8,1.8
7629,6.3,2.6,5.6,2
7630,7.2,2.9,5.7,1.6
7631,7.2,2.8,6.1,1.9
7632,7.9,3.8,6.3,2.1
7633,6.3,2.6,5.5,2.4
7634,6.2,2.6,4.9,1.4
7635,6,2.5,5.6,1.5
7636,7.7,3.1,6,2.3
7637,6.2,3.3,5.5,2.5
7638,6.3,3.2,5.5,1.8
7639,5.9,3,4.7,1.8
7640,6.9,3.1,5.3,2.1
7641,6.7,3,5.5,2.6
7642,6.9,3.1,5.1,2.2
7643,5.8,2.5,5.2,2
7644,6.8,3.2,5.9,2.3
7645,6.7,3.3,5.5,2.6
7646,6.7,2.9,5.2,2.3
7647,6.3,2.4,5,1.9
7648,6.4,3,5.2,1.9
7649,6,3.3,5.4,2.3
7650,5.8,3,5,1.7
7651,5,3.6,1.3,0.2
7652,4.7,3,1.5,0.4
7653,4.7,3.2,1.2,0.2
7654,4.6,3,1.4,0.2
7655,4.9,3.6,1.3,0.3
7656,5.4,3.8,1.6,0.5
7657,4.6,3.3,1.3,0.3
7658,4.8,3.4,1.5,0.2
7659,4.4,2.9,1.3,0.3
7660,4.9,3.1,1.5,0.1
7661,5.4,3.7,1.3,0.3
7662,4.9,3.3,1.5,0.3
7663,4.7,3,1.3,0.1
7664,4.1,2.9,1,0.1
7665,5.8,4,1.1,0.2
7666,5.7,4.4,1.4,0.6
7667,5.3,3.7,1.1,0.4
7668,5.1,3.5,1.4,0.4
7669,5.6,3.9,1.5,0.4
7670,5,3.8,1.5,0.3
7671,5.3,3.3,1.7,0.4
7672,4.9,3.6,1.3,0.4
7673,4.5,3.5,1,0.2
7674,5.1,3.3,1.7,0.6
7675,4.8,3.4,1.9,0.2
7676,5,2.9,1.4,0.2
7677,5,3.3,1.4,0.5
7678,5.1,3.6,1.4,0.2
7679,5.1,3.4,1.3,0.3
7680,4.8,3.2,1.5,0.2
7681,4.9,3.1,1.5,0.3
7682,5.2,3.4,1.5,0.5
7683,5,3.9,1.4,0.1
7684,5.6,4.1,1.3,0.3
7685,4.9,3,1.5,0.1
7686,5,3.2,1.1,0.2
7687,5.4,3.4,1.3,0.2
7688,5,2.9,1.5,0.2
7689,4.2,3,1.2,0.4
7690,5,3.4,1.5,0.2
7691,4.9,3.4,1.1,0.4
7692,4.5,2.3,1.3,0.3
7693,4.4,3.2,1.3,0.1
7694,4.9,3.3,1.6,0.7
7695,5.1,3.8,1.9,0.6
7696,4.8,2.9,1.3,0.4
7697,5,3.8,1.6,0.2
7698,4.5,3,1.3,0.2
7699,5.2,3.8,1.3,0.2
7700,4.9,3.2,1.4,0.3
7701,6.8,3.3,4.7,1.3
7702,6.4,3.1,4.4,1.5
7703,6.8,3.2,4.8,1.7
7704,5.5,2.3,4,1.3
7705,6.5,2.8,4.5,1.6
7706,5.6,2.7,4.5,1.3
7707,6.3,3.2,4.8,1.8
7708,5,2.4,3.2,1.1
7709,6.4,2.7,4.7,1.4
7710,5.1,2.8,3.9,1.5
7711,4.9,1.9,3.4,1.1
7712,5.7,3,4.1,1.4
7713,6,2.1,3.9,1
7714,6,2.9,4.5,1.4
7715,5.5,2.9,3.6,1.4
7716,6.8,3.2,4.3,1.5
7717,5.6,2.9,4.4,1.6
7718,5.8,2.7,4,1.2
7719,6.1,2.2,4.5,1.5
7720,5.6,2.4,3.8,1.1
7721,5.7,3.2,4.7,1.9
7722,6,2.7,4,1.3
7723,6.3,2.4,5,1.4
7724,6,2.9,4.5,1.2
7725,6.3,2.9,4.3,1.5
7726,6.5,2.9,4.4,1.5
7727,6.8,2.8,4.8,1.5
7728,6.6,3,4.9,1.8
7729,5.9,2.8,4.4,1.6
7730,5.7,2.5,3.5,1
7731,5.4,2.4,3.7,1.2
7732,5.3,2.4,3.6,1.2
7733,5.7,2.7,3.8,1.3
7734,5.9,2.7,5.1,1.8
7735,5.4,3,4.4,1.6
7736,5.8,3.3,4.3,1.7
7737,6.5,3,4.7,1.6
7738,6.3,2.3,4.4,1.3
7739,5.6,2.9,4.2,1.4
7740,5.5,2.3,4,1.3
7741,5.6,2.5,4.4,1.2
7742,5.9,2.9,4.6,1.5
7743,5.7,2.4,3.9,1.3
7744,4.9,2.2,3.2,1
7745,5.5,2.7,4.2,1.3
7746,5.6,3.1,4,1.2
7747,5.8,2.9,4.2,1.3
7748,6.2,2.9,4.2,1.4
7749,5.1,2.5,3.1,1.2
7750,5.7,2.6,4.1,1.2
7751,6.2,3.2,5.9,2.7
7752,5.8,2.6,5,2
7753,7.1,3,5.7,2
7754,6.4,2.8,5.6,1.9
7755,6.6,2.9,5.8,2.2
7756,7.6,3.1,6.5,2
7757,4.8,2.4,4.5,1.8
7758,7.3,2.9,6.3,2
7759,6.5,2.4,5.7,1.8
7760,7.1,3.6,6.2,2.7
7761,6.6,3.2,5.2,2.1
7762,6.4,2.7,5.2,1.9
7763,6.7,2.9,5.5,2.1
7764,5.6,2.5,5,2.2
7765,5.9,2.9,4.9,2.4
7766,6.3,3.2,5.1,2.4
7767,6.3,2.9,5.5,1.8
7768,7.6,3.8,6.8,2.2
7769,7.7,2.5,6.7,2.3
7770,6,2.2,4.8,1.6
7771,6.9,3.1,5.7,2.4
7772,5.6,2.8,4.8,2
7773,7.7,2.7,6.7,2.1
7774,6.1,2.7,4.9,2
7775,6.7,3.2,5.6,2
7776,7.2,3,5.9,1.9
7777,6.1,2.7,4.9,1.9
7778,6.1,2.9,4.9,1.9
7779,6.4,2.7,5.7,2.2
7780,7.2,3.1,5.7,1.6
7781,7.3,2.8,6,1.8
7782,7.9,3.8,6.5,2
7783,6.3,2.7,5.5,2.2
7784,6.2,2.7,5,1.6
7785,6.2,2.6,5.7,1.3
7786,7.6,2.8,6,2.3
7787,6.4,3.5,5.6,2.6
7788,6.3,3.2,5.5,1.9
7789,6.1,2.9,4.7,1.9
7790,6.9,3.1,5.4,2.1
7791,6.8,3.1,5.5,2.5
7792,6.8,2.9,5,2.3
7793,5.7,2.6,5,2
7794,6.6,3.2,5.8,2.3
7795,6.6,3.2,5.5,2.6
7796,6.8,2.9,5.2,2.4
7797,6.1,2.4,4.9,1.9
7798,6.5,2.9,5,2.1
7799,6.3,3.3,5.4,2.3
7800,5.8,2.9,5.1,1.8
7801,5.1,3.5,1.3,0.2
7802,4.9,2.9,1.3,0.2
7803,4.6,3.1,1.4,0.2
7804,4.6,2.9,1.5,0.3
7805,5,3.6,1.3,0.3
7806,5.3,3.9,1.6,0.4
7807,4.6,3.3,1.4,0.4
7808,4.8,3.5,1.5,0.3
7809,4.3,3,1.3,0.2
7810,4.8,3.1,1.6,0.3
7811,5.2,3.6,1.4,0.3
7812,4.7,3.4,1.4,0.3
7813,4.6,2.9,1.4,0.2
7814,4.3,2.9,1.2,0.1
7815,5.7,4,1.1,0.2
7816,5.6,4.3,1.4,0.5
7817,5.4,3.8,1.1,0.4
7818,5,3.4,1.4,0.3
7819,5.7,3.9,1.7,0.3
7820,5,3.8,1.3,0.3
7821,5.3,3.3,1.8,0.2
7822,5.1,3.5,1.5,0.3
7823,4.6,3.4,1,0.3
7824,5.1,3.3,1.6,0.4
7825,4.7,3.3,1.8,0.1
7826,4.9,2.8,1.5,0.3
7827,4.9,3.2,1.5,0.3
7828,5.2,3.6,1.3,0.2
7829,5.2,3.3,1.4,0.4
7830,4.7,3.1,1.5,0.2
7831,4.8,3.2,1.7,0.3
7832,5.3,3.3,1.4,0.3
7833,5.3,4.1,1.4,0.2
7834,5.4,4.3,1.3,0.2
7835,4.8,3.1,1.4,0.1
7836,5,3.1,1.1,0.3
7837,5.5,3.3,1.2,0.2
7838,4.9,3.1,1.5,0.3
7839,4.5,3.1,1.3,0.3
7840,5.2,3.2,1.5,0.3
7841,5.1,3.5,1.4,0.5
7842,4.3,2.2,1.3,0.4
7843,4.2,3,1.1,0.2
7844,4.9,3.5,1.6,0.6
7845,5.1,3.7,1.9,0.5
7846,4.7,3,1.4,0.3
7847,5,3.9,1.5,0.2
7848,4.6,3,1.3,0.3
7849,5.3,3.6,1.4,0.4
7850,5,3.3,1.3,0.2
7851,7,3.1,4.6,1.5
7852,6.4,3.2,4.5,1.6
7853,6.9,2.9,4.9,1.5
7854,5.4,2.2,3.8,1.3
7855,6.6,2.7,4.5,1.6
7856,5.8,2.7,4.4,1.3
7857,6.2,3.2,4.7,1.7
7858,5,2.3,3.3,1
7859,6.6,2.9,4.5,1.4
7860,5.2,2.7,3.8,1.4
7861,4.9,1.9,3.5,1.1
7862,5.8,2.9,4.2,1.7
7863,6,2.2,4,1
7864,6,2.7,4.7,1.5
7865,5.5,2.9,3.5,1.3
7866,6.6,3,4.3,1.4
7867,5.5,3.1,4.6,1.6
7868,5.8,2.7,4.1,1
7869,6.1,2.3,4.6,1.6
7870,5.5,2.5,3.7,1.1
7871,5.8,3.1,4.8,1.8
7872,6,2.7,4.1,1.4
7873,6.3,2.3,4.8,1.5
7874,5.9,2.7,4.5,1.3
7875,6.3,2.9,4.3,1.3
7876,6.6,2.9,4.3,1.5
7877,6.8,2.7,4.8,1.5
7878,6.7,3,5,1.7
7879,5.8,2.9,4.4,1.5
7880,5.7,2.5,3.5,1.1
7881,5.5,2.2,3.7,1.2
7882,5.4,2.3,3.7,1
7883,5.7,2.7,3.7,1.3
7884,5.9,2.6,5.1,1.6
7885,5.4,3,4.6,1.4
7886,5.9,3.4,4.4,1.7
7887,6.8,3.1,4.6,1.5
7888,6.3,2.4,4.5,1.4
7889,5.6,3,4.1,1.4
7890,5.5,2.4,3.8,1.3
7891,5.5,2.5,4.3,1.2
7892,6.1,2.9,4.5,1.4
7893,5.8,2.7,3.8,1.3
7894,4.9,2.3,3.3,1.2
7895,5.6,2.6,4.1,1.3
7896,5.6,3,4.1,1.2
7897,5.7,2.7,4.3,1.4
7898,6.2,2.9,4.2,1.3
7899,5,2.4,3,1.2
7900,5.6,2.8,4,1.2
7901,6.2,3.3,5.9,2.6
7902,5.7,2.7,5,2
7903,7.1,3.1,5.8,2.1
7904,6.1,2.9,5.7,1.9
7905,6.4,2.9,5.7,2.2
7906,7.6,3,6.5,2.1
7907,4.8,2.4,4.5,1.9
7908,7.3,2.9,6.3,1.8
7909,6.6,2.5,5.6,1.8
7910,7.1,3.7,6,2.7
7911,6.4,3.2,5,2.2
7912,6.4,2.7,5.3,1.9
7913,6.9,3,5.3,2.2
7914,5.7,2.5,4.8,2.1
7915,5.7,2.7,5,2.5
7916,6.4,3.1,5.4,2.3
7917,6.5,3.1,5.5,1.8
7918,7.7,3.7,6.6,2.2
7919,7.5,2.6,6.8,2.3
7920,5.9,2.2,4.9,1.6
7921,6.8,3.1,5.6,2.3
7922,5.6,2.6,4.9,2
7923,7.8,2.8,6.6,1.9
7924,6.3,2.7,4.9,1.8
7925,6.6,3.4,5.5,2.1
7926,7.2,3.1,6,1.8
7927,6.3,2.7,4.7,1.8
7928,6.1,3,4.7,1.8
7929,6.3,2.8,5.5,2.2
7930,7,3,5.9,1.7
7931,7.4,2.8,6.1,2
7932,7.8,3.9,6.3,2
7933,6.5,2.8,5.6,2.2
7934,6.2,2.8,5.1,1.5
7935,6,2.6,5.6,1.5
7936,7.7,2.9,5.9,2.3
7937,6.3,3.3,5.5,2.4
7938,6.3,3.1,5.4,1.8
7939,5.9,2.8,4.9,1.9
7940,6.9,3.1,5.2,2.1
7941,6.7,3.1,5.5,2.3
7942,6.7,2.9,5,2.4
7943,5.8,2.7,5,1.9
7944,6.9,3.2,5.8,2.2
7945,6.6,3.2,5.6,2.5
7946,6.6,2.8,5.2,2.5
7947,6.2,2.5,4.9,1.9
7948,6.4,3,5.1,2.1
7949,6.1,3.5,5.4,2.4
7950,5.9,3,5.1,1.9
7951,5.1,3.4,1.4,0.3
7952,4.9,3.1,1.2,0.2
7953,4.5,3.2,1.2,0.4
7954,4.7,3.1,1.5,0.3
7955,5,3.4,1.3,0.1
7956,5.4,3.9,1.5,0.5
7957,4.7,3.4,1.4,0.3
7958,4.9,3.4,1.4,0.3
7959,4.5,2.9,1.4,0.2
7960,4.7,3.1,1.4,0.1
7961,5.4,3.6,1.5,0.2
7962,4.7,3.2,1.7,0.2
7963,4.8,2.8,1.2,0.1
7964,4.2,3,1.1,0.1
7965,5.8,4,1.2,0.3
7966,5.7,4.2,1.3,0.4
7967,5.4,3.9,1.2,0.5
7968,5,3.4,1.2,0.4
7969,5.7,3.8,1.6,0.3
7970,5.1,3.8,1.3,0.4
7971,5.4,3.3,1.7,0.2
7972,4.9,3.7,1.5,0.5
7973,4.5,3.7,0.9,0.3
7974,5,3.2,1.6,0.6
7975,4.8,3.4,1.9,0.2
7976,4.9,3,1.5,0.2
7977,5,3.4,1.5,0.3
7978,5.1,3.5,1.5,0.3
7979,5.2,3.5,1.2,0.2
7980,4.6,3.2,1.5,0.3
7981,4.7,3.1,1.5,0.2
7982,5.4,3.4,1.6,0.4
7983,5.2,4,1.3,0.1
7984,5.5,4.2,1.2,0.2
7985,4.9,3.1,1.4,0.2
7986,4.8,3.2,1.2,0.4
7987,5.6,3.4,1.2,0.3
7988,4.9,3.1,1.4,0.1
7989,4.4,3,1.2,0.2
7990,5.1,3.4,1.5,0.1
7991,5,3.6,1.1,0.3
7992,4.5,2.2,1.3,0.4
7993,4.5,3.1,1.3,0.2
7994,4.8,3.5,1.5,0.6
7995,5,3.8,1.9,0.4
7996,4.6,2.9,1.3,0.4
7997,5.1,3.7,1.6,0.3
7998,4.5,3,1.2,0.3
7999,5.3,3.6,1.4,0.2
8000,4.9,3.3,1.3,0.1
8001,7,3.1,4.6,1.4
8002,6.4,3,4.5,1.6
8003,6.9,2.9,4.9,1.6
8004,5.4,2.3,4,1.3
8005,6.5,2.8,4.5,1.4
8006,5.6,2.8,4.4,1.3
8007,6.2,3.2,4.5,1.7
8008,4.9,2.4,3.1,1.1
8009,6.6,2.8,4.5,1.4
8010,5.1,2.7,3.9,1.4
8011,4.9,2.1,3.5,1
8012,5.9,3.1,4.3,1.7
8013,6,2.2,4.1,1
8014,6.1,2.8,4.7,1.5
8015,5.5,2.9,3.6,1.3
8016,6.7,3,4.3,1.5
8017,5.6,3,4.6,1.6
8018,5.9,2.6,4,0.9
8019,6.3,2.2,4.5,1.6
8020,5.6,2.4,3.8,1.1
8021,5.9,3.1,4.8,1.8
8022,6,2.8,4,1.5
8023,6.3,2.5,4.9,1.5
8024,6.1,2.8,4.7,1.3
8025,6.3,2.9,4.3,1.4
8026,6.7,3,4.4,1.5
8027,6.7,2.8,4.7,1.3
8028,6.6,3,5,1.8
8029,5.9,3,4.5,1.6
8030,5.7,2.5,3.5,1.1
8031,5.5,2.4,3.8,1.1
8032,5.5,2.3,3.7,1.2
8033,5.8,2.6,4,1.3
8034,6,2.6,5.1,1.6
8035,5.3,2.9,4.4,1.5
8036,5.9,3.4,4.4,1.7
8037,6.6,3,4.8,1.5
8038,6.3,2.3,4.4,1.4
8039,5.5,2.9,4.1,1.4
8040,5.4,2.3,4.1,1.3
8041,5.5,2.6,4.4,1.3
8042,6,3.1,4.5,1.5
8043,5.9,2.4,4,1.3
8044,5,2.2,3.3,1.1
8045,5.6,2.6,4.2,1.3
8046,5.6,2.9,4.1,1.3
8047,5.8,2.8,4.1,1.3
8048,6.1,2.8,4.4,1.5
8049,5.2,2.5,2.8,1.2
8050,5.7,2.6,4.1,1.3
8051,6.2,3.2,6,2.4
8052,5.6,2.5,4.9,1.9
8053,7,2.9,5.8,2
8054,6.1,2.8,5.6,1.9
8055,6.5,3,5.7,2.3
8056,7.5,2.9,6.5,2.1
8057,4.8,2.3,4.4,1.8
8058,7.2,2.9,6.3,1.8
8059,6.7,2.5,5.8,1.8
8060,7.1,3.6,5.9,2.5
8061,6.4,3.1,5.1,2
8062,6.3,2.7,5.3,1.9
8063,6.8,3,5.4,2.1
8064,5.5,2.5,4.9,2
8065,5.7,2.9,5.2,2.5
8066,6.4,3.1,5.2,2.4
8067,6.4,2.9,5.5,1.9
8068,7.6,3.8,6.7,2.2
8069,7.7,2.6,6.8,2.3
8070,6,2.1,4.9,1.7
8071,7,3.2,5.6,2.2
8072,5.4,2.6,4.8,2.2
8073,7.6,2.8,6.5,2
8074,6.2,2.6,4.8,1.9
8075,6.6,3.4,5.7,2.2
8076,7.2,3.1,6,1.8
8077,6.1,2.9,4.7,2
8078,6.1,2.8,4.9,1.9
8079,6.3,2.8,5.4,2.2
8080,7,3,5.7,1.5
8081,7.3,2.6,6.1,2.1
8082,7.8,3.7,6.4,2.1
8083,6.3,2.8,5.5,2.2
8084,6.2,2.8,5.2,1.6
8085,6.2,2.5,5.5,1.5
8086,7.6,3,6,2.4
8087,6.2,3.4,5.6,2.4
8088,6.3,3,5.3,1.8
8089,6.1,2.9,4.9,1.9
8090,6.8,3.1,5.4,2.1
8091,6.6,3.1,5.5,2.4
8092,6.8,3.1,5,2.4
8093,5.8,2.7,5.1,2
8094,6.7,3.2,5.9,2.4
8095,6.7,3.3,5.7,2.6
8096,6.8,2.9,5.1,2.4
8097,6.2,2.5,4.9,1.9
8098,6.5,3.1,5.1,2
8099,6.2,3.5,5.5,2.2
8100,5.8,3.1,4.9,1.8
8101,5.2,3.5,1.3,0.1
8102,5,3,1.5,0.1
8103,4.7,3.3,1.3,0.4
8104,4.6,3,1.4,0.2
8105,4.9,3.5,1.2,0.3
8106,5.4,3.7,1.6,0.4
8107,4.6,3.3,1.4,0.3
8108,4.9,3.4,1.5,0.2
8109,4.4,2.9,1.4,0.2
8110,5,3.1,1.4,0.2
8111,5.4,3.8,1.4,0.3
8112,4.8,3.2,1.6,0.3
8113,4.7,3,1.3,0.1
8114,4.2,3,1,0.1
8115,5.8,4.1,1.2,0.2
8116,5.6,4.2,1.5,0.4
8117,5.3,3.9,1.3,0.6
8118,4.9,3.4,1.3,0.3
8119,5.7,3.8,1.7,0.4
8120,5,3.8,1.5,0.4
8121,5.4,3.5,1.6,0.4
8122,5.1,3.7,1.4,0.4
8123,4.5,3.5,0.8,0.3
8124,5.1,3.3,1.7,0.6
8125,4.8,3.3,2,0.2
8126,5,2.9,1.5,0.2
8127,4.9,3.4,1.4,0.4
8128,5.2,3.4,1.6,0.1
8129,5.1,3.3,1.3,0.3
8130,4.7,3.2,1.5,0.2
8131,4.7,3.1,1.5,0.3
8132,5.4,3.3,1.5,0.4
8133,5.1,4.1,1.5,0.3
8134,5.4,4.2,1.4,0.3
8135,4.9,3.1,1.4,0.2
8136,5.1,3.1,1.1,0.2
8137,5.3,3.4,1.3,0.4
8138,4.9,3.1,1.5,0.1
8139,4.4,3,1.3,0.3
8140,5.1,3.3,1.5,0.3
8141,4.8,3.3,1.2,0.2
8142,4.4,2.2,1.4,0.3
8143,4.4,3.2,1.2,0.3
8144,4.8,3.5,1.5,0.6
8145,4.9,3.7,1.8,0.5
8146,4.8,3,1.3,0.3
8147,5,3.6,1.4,0.1
8148,4.5,3.1,1.4,0.3
8149,5.3,3.8,1.6,0.4
8150,5,3.3,1.2,0.3
8151,7,3.2,4.6,1.3
8152,6.3,3.2,4.4,1.5
8153,6.9,3,4.8,1.5
8154,5.5,2.3,4,1.3
8155,6.4,2.8,4.7,1.5
8156,5.7,2.8,4.5,1.4
8157,6.4,3.2,4.6,1.7
8158,4.8,2.4,3.3,1
8159,6.6,2.9,4.6,1.4
8160,5.2,2.7,3.7,1.5
8161,5,1.9,3.4,1.1
8162,6,3,4.2,1.5
8163,5.9,2.2,4,1
8164,6.1,2.8,4.8,1.6
8165,5.5,2.9,3.6,1.3
8166,6.6,3,4.3,1.5
8167,5.5,3,4.5,1.5
8168,5.8,2.7,4,1
8169,6.2,2.2,4.5,1.5
8170,5.6,2.4,3.9,1.2
8171,5.7,3.1,4.9,1.9
8172,6.2,2.9,4,1.2
8173,6.3,2.4,4.8,1.5
8174,6.1,2.8,4.6,1.3
8175,6.4,2.8,4.3,1.5
8176,6.6,3,4.4,1.4
8177,6.8,2.7,4.8,1.5
8178,6.6,3,4.8,1.7
8179,5.9,2.9,4.4,1.5
8180,5.7,2.5,3.5,0.9
8181,5.4,2.4,3.8,1.2
8182,5.4,2.3,3.5,1
8183,5.8,2.7,3.8,1.4
8184,6,2.8,5.2,1.7
8185,5.3,3,4.4,1.6
8186,5.9,3.3,4.6,1.6
8187,6.7,3.1,4.6,1.5
8188,6.3,2.3,4.3,1.3
8189,5.6,2.9,4.1,1.3
8190,5.6,2.4,4,1.3
8191,5.5,2.4,4.4,1.1
8192,6,3,4.5,1.5
8193,5.6,2.6,3.8,1.2
8194,4.9,2.2,3.2,1.1
8195,5.4,2.7,4.2,1.4
8196,5.7,3,4.1,1.2
8197,5.6,2.8,4.1,1.2
8198,6.2,2.9,4.4,1.4
8199,5.1,2.5,3,1
8200,5.7,2.7,4,1.3
8201,6.1,3.3,6,2.5
8202,5.7,2.6,5,2
8203,7.1,2.9,5.8,2.1
8204,6.3,2.9,5.4,1.9
8205,6.5,2.9,5.7,2.2
8206,7.6,3,6.5,2.2
8207,4.9,2.4,4.5,1.8
8208,7.2,2.8,6.3,1.9
8209,6.5,2.5,5.8,1.9
8210,7.2,3.5,6.1,2.5
8211,6.5,3.2,5.1,2.2
8212,6.3,2.7,5.3,2
8213,6.8,2.9,5.5,2
8214,5.7,2.4,5,2.1
8215,5.8,2.7,5,2.5
8216,6.3,3.2,5.2,2.2
8217,6.5,3,5.6,2
8218,7.7,3.8,6.7,2.3
8219,7.6,2.5,6.8,2.3
8220,5.9,2.2,5,1.6
8221,7,3.1,5.6,2.4
8222,5.7,2.6,4.8,2.2
8223,7.6,2.7,6.6,2
8224,6.2,2.6,4.8,1.9
8225,6.7,3.2,5.5,2.2
8226,7.3,3.1,6,1.8
8227,6.1,2.7,4.7,1.9
8228,6.1,2.9,4.9,1.8
8229,6.2,2.6,5.5,2
8230,7.1,2.9,5.6,1.8
8231,7.4,2.8,6.1,1.9
8232,7.8,3.7,6.4,2.1
8233,6.4,2.8,5.5,2.2
8234,6.3,2.8,5,1.4
8235,6,2.5,5.4,1.5
8236,7.6,2.8,6.1,2.3
8237,6.2,3.4,5.6,2.3
8238,6.3,2.9,5.3,1.8
8239,6,2.8,4.7,1.9
8240,6.8,3,5.4,2.2
8241,6.6,3,5.5,2.4
8242,6.9,3,4.9,2.2
8243,5.9,2.7,5,1.8
8244,6.7,3,5.9,2.3
8245,6.8,3.3,5.6,2.7
8246,6.6,3,5.2,2.4
8247,6.2,2.3,4.9,1.9
8248,6.4,2.9,5.2,1.9
8249,6.2,3.3,5.3,2.4
8250,6,2.9,4.9,1.8
8251,5,3.4,1.3,0.3
8252,4.7,2.8,1.3,0.3
8253,4.5,3,1.2,0.2
8254,4.7,3,1.5,0.2
8255,4.9,3.5,1.3,0.3
8256,5.3,3.8,1.7,0.4
8257,4.5,3.3,1.3,0.4
8258,4.9,3.3,1.5,0.3
8259,4.2,2.9,1.5,0.3
8260,4.8,3.1,1.5,0.1
8261,5.3,3.6,1.5,0.3
8262,4.6,3.4,1.6,0.2
8263,4.7,3,1.2,0.1
8264,4.2,2.9,0.9,0.2
8265,5.7,3.9,1.1,0.4
8266,5.7,4.2,1.5,0.4
8267,5.4,3.9,1.1,0.4
8268,5,3.3,1.4,0.3
8269,5.6,3.9,1.6,0.3
8270,5.1,3.9,1.5,0.4
8271,5.5,3.3,1.5,0.2
8272,5,3.7,1.5,0.4
8273,4.5,3.6,0.9,0.3
8274,5.1,3.3,1.7,0.6
8275,4.8,3.3,2,0.3
8276,4.9,3,1.6,0.1
8277,5,3.4,1.7,0.6
8278,5.2,3.4,1.5,0.4
8279,5.1,3.3,1.3,0.3
8280,4.6,3.1,1.6,0.1
8281,4.7,3,1.6,0.2
8282,5.4,3.3,1.3,0.5
8283,5.2,4.1,1.6,0.1
8284,5.5,4.1,1.4,0.3
8285,4.8,3,1.4,0.2
8286,5,3.1,1.1,0.2
8287,5.3,3.3,1.1,0.2
8288,4.9,2.9,1.4,0.2
8289,4.4,3,1.3,0.2
8290,5,3.4,1.6,0.2
8291,4.9,3.5,1.4,0.3
8292,4.4,2.3,1.3,0.4
8293,4.5,3.1,1.3,0.3
8294,4.9,3.6,1.5,0.6
8295,5.2,3.8,1.9,0.4
8296,4.7,2.9,1.3,0.4
8297,5.1,3.8,1.5,0.2
8298,4.6,3.1,1.4,0.3
8299,5.2,3.7,1.3,0.2
8300,4.8,3.1,1.4,0.2
8301,7,3.3,4.6,1.4
8302,6.3,3.2,4.3,1.4
8303,6.8,3.2,5,1.5
8304,5.5,2.3,3.9,1.3
8305,6.5,2.7,4.5,1.6
8306,5.8,2.7,4.4,1.5
8307,6.2,3.3,4.6,1.7
8308,5,2.4,3.2,1
8309,6.7,2.9,4.6,1.5
8310,5.1,2.6,3.8,1.4
8311,4.9,2,3.4,1
8312,6,3,4,1.5
8313,5.9,2.1,3.9,1.1
8314,6.1,2.9,4.7,1.3
8315,5.5,2.9,3.5,1.3
8316,6.7,3.2,4.4,1.5
8317,5.5,3.1,4.4,1.6
8318,5.6,2.5,4.1,1.2
